# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio	Similarity		Partner Class	Partner Family
870	PEAKS039234_BHLHA15_pwm.binary	E2f1	E2F1.H12CORE.0.P.B	250.933763	10.333416	176.443036	0.703146	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
871	PEAKS039234_BHLHA15_pwm.binary	E2f1	E2F1.H12CORE.1.S.B	250.933763	13.726834	170.703809	0.680274	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
872	PEAKS039234_BHLHA15_pwm.binary	E2f2	E2F2.H12CORE.0.S.B	250.933763	20.036616	182.694712	0.728060	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
873	PEAKS039234_BHLHA15_pwm.binary	E2f3	E2F3.H12CORE.0.P.B	250.933763	8.197119	188.029053	0.749317	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
874	PEAKS039234_BHLHA15_pwm.binary	E2f3	E2F3.H12CORE.1.SM.B	250.933763	10.856552	169.087022	0.673831	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
875	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.0.P.B	250.933763	11.224047	179.388314	0.714883	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
876	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.1.P.B	250.933763	7.728804	175.491387	0.699353	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
877	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.2.S.B	250.933763	23.307119	175.449811	0.699188	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
878	PEAKS039234_BHLHA15_pwm.binary	E2f6	E2F6.H12CORE.0.P.B	250.933763	11.020194	218.321708	0.870037	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
879	PEAKS039234_BHLHA15_pwm.binary	E2f7	E2F7.H12CORE.0.S.C	250.933763	12.762827	158.912277	0.633284	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
880	PEAKS039234_BHLHA15_pwm.binary	E2f7	E2F7.H12CORE.1.P.B	250.933763	8.919847	174.783398	0.696532	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
881	PEAKS039234_BHLHA15_pwm.binary	E2f8	E2F8.H12CORE.0.P.C	250.933763	18.528797	184.855219	0.736669	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
882	PEAKS039234_BHLHA15_pwm.binary	E2f8	E2F8.H12CORE.1.SM.B	250.933763	9.019443	165.303806	0.658755	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
883	PEAKS039234_BHLHA15_pwm.binary	Tfdp1	TFDP1.H12CORE.0.P.B	250.933763	12.834609	192.398669	0.766731	1.000000		Fork head/winged helix factors {3.3}	E2F {3.3.2}
884	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.0.PM.A	250.933763	20.805334	174.752260	0.696408	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
885	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.1.PSM.A	250.933763	11.415687	178.688397	0.712094	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
886	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.2.S.C	250.933763	11.351827	203.197005	0.809764	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
887	PEAKS039234_BHLHA15_pwm.binary	Rfx2	RFX2.H12CORE.0.PS.A	250.933763	14.907609	181.858880	0.724729	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
888	PEAKS039234_BHLHA15_pwm.binary	Rfx2	RFX2.H12CORE.1.PSM.A	250.933763	10.977987	181.902047	0.724901	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
889	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.0.PSM.A	250.933763	17.461463	180.660413	0.719953	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
890	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.1.PS.A	250.933763	14.049095	170.090101	0.677829	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
891	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.2.S.B	250.933763	2.762881	152.631729	0.608255	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
892	PEAKS039234_BHLHA15_pwm.binary	Rfx4	RFX4.H12CORE.0.SM.B	250.933763	17.127251	188.842387	0.752559	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
893	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.0.P.B	250.933763	28.611634	180.954076	0.721123	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
894	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.1.PSM.A	250.933763	21.515243	169.405730	0.675101	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
895	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.2.S.B	250.933763	13.031039	180.642345	0.719881	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
896	PEAKS039234_BHLHA15_pwm.binary	Rfx6	RFX6.H12CORE.0.P.C	250.933763	24.782999	193.521952	0.771207	1.000000		Fork head/winged helix factors {3.3}	RFX {3.3.3}
897	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.0.PSM.A	250.933763	7.102946	160.991512	0.641570	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
898	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.1.P.B	250.933763	34.308362	284.777871	1.134873	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
899	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.2.P.B	250.933763	7.845549	206.725451	0.823825	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
900	PEAKS039234_BHLHA15_pwm.binary	Hsf2	HSF2.H12CORE.0.PSM.A	250.933763	8.528493	174.245393	0.694388	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
901	PEAKS039234_BHLHA15_pwm.binary	Hsf4	HSF4.H12CORE.0.SM.B	250.933763	10.112113	165.512719	0.659587	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
902	PEAKS039234_BHLHA15_pwm.binary	Hsf5	HSF5.H12CORE.0.M.C	250.933763	9.211086	160.471516	0.639498	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
903	PEAKS039234_BHLHA15_pwm.binary	Hsf5	HSF5.H12CORE.1.S.C	250.933763	10.015716	159.954998	0.637439	1.000000		Heat shock factors {3.4}	HSF {3.4.1}
904	PEAKS039234_BHLHA15_pwm.binary	Myb	MYB.H12CORE.0.P.B	250.933763	15.907528	169.830261	0.676793	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
905	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.0.P.B	250.933763	11.395434	145.662625	0.580482	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
906	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.1.PS.A	250.933763	24.128278	219.802631	0.875939	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
907	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.2.S.B	250.933763	12.060977	189.681058	0.755901	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
908	PEAKS039234_BHLHA15_pwm.binary	Mybl2	MYBB.H12CORE.0.S.B	250.933763	7.767818	175.667564	0.700056	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
909	PEAKS039234_BHLHA15_pwm.binary	Mybl2	MYBB.H12CORE.1.S.B	250.933763	12.857381	179.795321	0.716505	1.000000		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
910	PEAKS039234_BHLHA15_pwm.binary	Ehf	ERF.H12CORE.0.PS.A	250.933763	10.160136	169.554906	0.675696	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
911	PEAKS039234_BHLHA15_pwm.binary	Elf1	ERG.H12CORE.0.P.B	250.933763	9.201540	183.537804	0.731419	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
912	PEAKS039234_BHLHA15_pwm.binary	Elf2	ERG.H12CORE.1.SM.B	250.933763	8.626854	187.404799	0.746830	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
913	PEAKS039234_BHLHA15_pwm.binary	Elf2	ETS1.H12CORE.0.S.B	250.933763	8.938711	174.842345	0.696767	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
914	PEAKS039234_BHLHA15_pwm.binary	Elf3	ETS1.H12CORE.1.P.B	250.933763	11.712788	174.833320	0.696731	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
915	PEAKS039234_BHLHA15_pwm.binary	Elf3	ETS2.H12CORE.0.S.C	250.933763	13.226469	179.847746	0.716714	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
916	PEAKS039234_BHLHA15_pwm.binary	Elf4	ETS2.H12CORE.1.P.B	250.933763	12.032350	200.827898	0.800322	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
917	PEAKS039234_BHLHA15_pwm.binary	Elf4	ETV2.H12CORE.0.S.B	250.933763	11.478862	182.772361	0.728369	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
918	PEAKS039234_BHLHA15_pwm.binary	Elf5	ETV2.H12CORE.1.PM.A	250.933763	8.210165	150.707051	0.600585	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
919	PEAKS039234_BHLHA15_pwm.binary	Elf5	ETV3.H12CORE.0.SM.B	250.933763	8.154397	177.351187	0.706765	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
920	PEAKS039234_BHLHA15_pwm.binary	Elk1	FEV.H12CORE.0.S.B	250.933763	14.390721	175.102146	0.697802	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
921	PEAKS039234_BHLHA15_pwm.binary	Elk3	FLI1.H12CORE.0.PSM.A	250.933763	16.531612	174.494852	0.695382	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
922	PEAKS039234_BHLHA15_pwm.binary	Elk4	FLI1.H12CORE.1.P.B	250.933763	20.920233	179.834330	0.716661	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
923	PEAKS039234_BHLHA15_pwm.binary	Erf	GABPA.H12CORE.0.PSM.A	250.933763	20.372275	204.521721	0.815043	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
924	PEAKS039234_BHLHA15_pwm.binary	Erg	ELK1.H12CORE.0.PSM.A	250.933763	11.261018	167.193413	0.666285	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
925	PEAKS039234_BHLHA15_pwm.binary	Erg	ELK3.H12CORE.0.PSM.A	250.933763	15.941798	169.177317	0.674191	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
926	PEAKS039234_BHLHA15_pwm.binary	Ets1	ELK4.H12CORE.0.PSM.A	250.933763	14.151733	176.572100	0.703660	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
927	PEAKS039234_BHLHA15_pwm.binary	Ets1	ETV1.H12CORE.0.PSM.A	250.933763	6.723015	168.786511	0.672634	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
928	PEAKS039234_BHLHA15_pwm.binary	Ets2	ETV1.H12CORE.1.PM.A	250.933763	18.204686	177.938966	0.709107	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
929	PEAKS039234_BHLHA15_pwm.binary	Ets2	ETV4.H12CORE.0.P.B	250.933763	10.281712	174.070434	0.693691	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
930	PEAKS039234_BHLHA15_pwm.binary	Etv1	ETV4.H12CORE.1.SM.B	250.933763	15.147174	185.401272	0.738845	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
931	PEAKS039234_BHLHA15_pwm.binary	Etv1	ETV5.H12CORE.0.PS.A	250.933763	10.336122	175.454903	0.699208	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
932	PEAKS039234_BHLHA15_pwm.binary	Etv2	ETV5.H12CORE.1.PM.A	250.933763	20.254440	190.805332	0.760381	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
933	PEAKS039234_BHLHA15_pwm.binary	Etv2	ELF1.H12CORE.0.PSM.A	250.933763	12.099845	170.523810	0.679557	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
934	PEAKS039234_BHLHA15_pwm.binary	Etv3	ELF2.H12CORE.0.PS.A	250.933763	13.890298	164.732846	0.656479	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
935	PEAKS039234_BHLHA15_pwm.binary	Etv4	ELF2.H12CORE.1.M.B	250.933763	18.883095	210.207922	0.837703	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
936	PEAKS039234_BHLHA15_pwm.binary	Etv4	ELF4.H12CORE.0.PS.A	250.933763	11.640226	176.723955	0.704265	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
937	PEAKS039234_BHLHA15_pwm.binary	Etv5	ELF4.H12CORE.1.M.B	250.933763	15.382517	179.213835	0.714188	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
938	PEAKS039234_BHLHA15_pwm.binary	Etv5	EHF.H12CORE.0.P.B	250.933763	8.752439	177.270476	0.706443	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
939	PEAKS039234_BHLHA15_pwm.binary	Etv6	ELF3.H12CORE.0.S.B	250.933763	14.245195	192.444622	0.766914	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
940	PEAKS039234_BHLHA15_pwm.binary	Etv6	ELF3.H12CORE.1.PM.A	250.933763	11.320106	184.606190	0.735677	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
941	PEAKS039234_BHLHA15_pwm.binary	Fev	ELF5.H12CORE.0.PSM.A	250.933763	17.953608	175.510534	0.699430	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
942	PEAKS039234_BHLHA15_pwm.binary	Fli1	ELF5.H12CORE.1.S.B	250.933763	9.281752	165.487883	0.659488	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
943	PEAKS039234_BHLHA15_pwm.binary	Fli1	SPI1.H12CORE.0.P.B	250.933763	3.501161	154.022595	0.613798	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
944	PEAKS039234_BHLHA15_pwm.binary	Gabpa	SPI1.H12CORE.1.S.B	250.933763	11.627397	177.951319	0.709157	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
945	PEAKS039234_BHLHA15_pwm.binary	Spdef	SPIB.H12CORE.0.P.B	250.933763	12.942760	179.466768	0.715196	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
946	PEAKS039234_BHLHA15_pwm.binary	Spdef	SPIB.H12CORE.1.S.C	250.933763	7.993008	174.950050	0.697196	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
947	PEAKS039234_BHLHA15_pwm.binary	Spi1	SPIB.H12CORE.2.SM.B	250.933763	8.141836	167.086718	0.665860	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
948	PEAKS039234_BHLHA15_pwm.binary	Spi1	ETV6.H12CORE.0.PS.A	250.933763	7.273744	153.207755	0.610551	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
949	PEAKS039234_BHLHA15_pwm.binary	Spib	ETV6.H12CORE.1.P.B	250.933763	3.826177	165.733226	0.660466	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
950	PEAKS039234_BHLHA15_pwm.binary	Spib	SPDEF.H12CORE.0.PSM.A	250.933763	4.693497	175.561689	0.699634	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
951	PEAKS039234_BHLHA15_pwm.binary	Spib	SPDEF.H12CORE.1.SM.B	250.933763	4.966139	163.998476	0.653553	1.000000		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
952	PEAKS039234_BHLHA15_pwm.binary	Irf1	IRF1.H12CORE.0.P.B	250.933763	10.015477	164.609392	0.655987	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
953	PEAKS039234_BHLHA15_pwm.binary	Irf2	IRF2.H12CORE.0.PSM.A	250.933763	10.107699	165.566918	0.659803	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
954	PEAKS039234_BHLHA15_pwm.binary	Irf3	IRF3.H12CORE.0.PS.A	250.933763	6.762176	165.703633	0.660348	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
955	PEAKS039234_BHLHA15_pwm.binary	Irf3	IRF3.H12CORE.1.SM.B	250.933763	9.032721	141.336736	0.563243	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
956	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.0.P.B	250.933763	5.933699	180.537421	0.719462	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
957	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.1.S.B	250.933763	8.983396	167.786107	0.668647	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
958	PEAKS039234_BHLHA15_pwm.binary	Irf4	IRF4.H12CORE.2.SM.B	250.933763	7.617633	172.614042	0.687887	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
959	PEAKS039234_BHLHA15_pwm.binary	Irf5	IRF5.H12CORE.0.SM.B	250.933763	8.214199	157.839936	0.629010	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
960	PEAKS039234_BHLHA15_pwm.binary	Irf5	IRF5.H12CORE.1.S.B	250.933763	5.289207	174.747421	0.696389	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
961	PEAKS039234_BHLHA15_pwm.binary	Irf6	IRF6.H12CORE.0.SM.B	250.933763	5.002743	166.225551	0.662428	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
962	PEAKS039234_BHLHA15_pwm.binary	Irf6	IRF6.H12CORE.1.S.C	250.933763	2.839585	160.415323	0.639274	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
963	PEAKS039234_BHLHA15_pwm.binary	Irf7	IRF7.H12CORE.0.S.B	250.933763	14.211846	172.160954	0.686081	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
964	PEAKS039234_BHLHA15_pwm.binary	Irf7	IRF7.H12CORE.1.SM.B	250.933763	10.080305	175.517376	0.699457	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
965	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.0.P.B	250.933763	7.597893	177.812966	0.708605	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
966	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.1.SM.B	250.933763	6.959889	177.466965	0.707226	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
967	PEAKS039234_BHLHA15_pwm.binary	Irf8	IRF8.H12CORE.2.SM.B	250.933763	11.764773	163.127195	0.650081	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
968	PEAKS039234_BHLHA15_pwm.binary	Irf9	IRF9.H12CORE.0.PSM.A	250.933763	8.899689	173.899679	0.693010	1.000000		Tryptophan cluster factors {3.5}	IRF {3.5.3}
969	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.0.PSM.A	250.933763	10.475285	154.195301	0.614486	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
970	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.1.P.C	250.933763	11.377295	172.963310	0.689279	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
971	PEAKS039234_BHLHA15_pwm.binary	Tead1	TEAD1.H12CORE.2.S.C	250.933763	6.357655	175.090473	0.697756	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
972	PEAKS039234_BHLHA15_pwm.binary	Tead2	TEAD2.H12CORE.0.PSM.A	250.933763	8.655474	170.398057	0.679056	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
973	PEAKS039234_BHLHA15_pwm.binary	Tead3	TEAD3.H12CORE.0.PS.A	250.933763	9.277704	155.880255	0.621201	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
974	PEAKS039234_BHLHA15_pwm.binary	Tead3	TEAD3.H12CORE.1.S.B	250.933763	7.291307	168.692219	0.672258	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
975	PEAKS039234_BHLHA15_pwm.binary	Tead4	TEAD4.H12CORE.0.PS.A	250.933763	10.012851	162.185805	0.646329	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
976	PEAKS039234_BHLHA15_pwm.binary	Tead4	TEAD4.H12CORE.1.P.B	250.933763	12.057690	153.667300	0.612382	1.000000		TEA domain factors {3.6}	TEF1-related {3.6.1}
977	PEAKS039234_BHLHA15_pwm.binary	Arid1a	ARI1A.H12CORE.0.P.C	250.933763	12.957623	200.324492	0.798316	1.000000		ARID domain factors {3.7}	ARID-related {3.7.1}
978	PEAKS039234_BHLHA15_pwm.binary	Sox1	SRY.H12CORE.0.S.B	250.933763	10.631070	189.002205	0.753196	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
979	PEAKS039234_BHLHA15_pwm.binary	Sox1	SRY.H12CORE.1.S.B	250.933763	20.750231	310.095500	1.235766	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
980	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX1.H12CORE.0.S.B	250.933763	5.335730	177.042602	0.705535	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
981	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX1.H12CORE.1.S.B	250.933763	6.163662	166.018557	0.661603	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
982	PEAKS039234_BHLHA15_pwm.binary	Sox10	SOX14.H12CORE.0.SM.B	250.933763	13.637141	176.843700	0.704743	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
983	PEAKS039234_BHLHA15_pwm.binary	Sox11	SOX2.H12CORE.0.P.B	250.933763	13.400940	156.271086	0.622758	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
984	PEAKS039234_BHLHA15_pwm.binary	Sox11	SOX2.H12CORE.1.P.B	250.933763	11.430919	175.191180	0.698157	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
985	PEAKS039234_BHLHA15_pwm.binary	Sox12	SOX2.H12CORE.2.S.B	250.933763	8.265298	161.680974	0.644317	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
986	PEAKS039234_BHLHA15_pwm.binary	Sox13	SOX2.H12CORE.3.S.B	250.933763	7.370433	176.372175	0.702863	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
987	PEAKS039234_BHLHA15_pwm.binary	Sox14	SOX21.H12CORE.0.S.B	250.933763	6.351562	175.818516	0.700657	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
988	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX3.H12CORE.0.PM.A	250.933763	6.429035	155.657540	0.620313	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
989	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX3.H12CORE.1.S.C	250.933763	10.144644	176.445668	0.703156	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
990	PEAKS039234_BHLHA15_pwm.binary	Sox17	SOX11.H12CORE.0.P.B	250.933763	3.553291	175.269396	0.698469	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
991	PEAKS039234_BHLHA15_pwm.binary	Sox18	SOX11.H12CORE.1.S.B	250.933763	12.717308	246.323606	0.981628	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
992	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX12.H12CORE.0.SM.B	250.933763	10.249531	180.912734	0.720958	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
993	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX4.H12CORE.0.PSM.A	250.933763	9.708394	157.624115	0.628150	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
994	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX13.H12CORE.0.P.B	250.933763	15.598419	186.796273	0.744405	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
995	PEAKS039234_BHLHA15_pwm.binary	Sox2	SOX5.H12CORE.0.P.B	250.933763	12.983634	179.418297	0.715003	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
996	PEAKS039234_BHLHA15_pwm.binary	Sox21	SOX6.H12CORE.0.P.B	250.933763	7.030969	170.912923	0.681108	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
997	PEAKS039234_BHLHA15_pwm.binary	Sox3	SOX10.H12CORE.0.PSM.A	250.933763	5.193892	177.374169	0.706857	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
998	PEAKS039234_BHLHA15_pwm.binary	Sox3	SOX10.H12CORE.1.PSM.A	250.933763	5.820701	168.757251	0.672517	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
999	PEAKS039234_BHLHA15_pwm.binary	Sox30	SOX10.H12CORE.2.S.C	250.933763	6.771319	176.601531	0.703777	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1000	PEAKS039234_BHLHA15_pwm.binary	Sox30	SOX8.H12CORE.0.PSM.A	250.933763	8.578877	176.662435	0.704020	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1001	PEAKS039234_BHLHA15_pwm.binary	Sox4	SOX8.H12CORE.1.PS.A	250.933763	10.390448	156.164774	0.622335	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1002	PEAKS039234_BHLHA15_pwm.binary	Sox5	SOX9.H12CORE.0.PS.A	250.933763	23.666758	255.298114	1.017392	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1003	PEAKS039234_BHLHA15_pwm.binary	Sox6	SOX9.H12CORE.1.PS.A	250.933763	9.748413	205.600652	0.819342	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1004	PEAKS039234_BHLHA15_pwm.binary	Sox7	SOX9.H12CORE.2.S.B	250.933763	17.345805	267.113112	1.064477	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
1005	PEAKS039234_BHLHA15_pwm.binary	Sox7	SOX17.H12CORE.0.PS.A	250.933763	5.306611	177.462247	0.707208	1.000000		High-mobility group (HMG) domain factors {4.1}	SOX-related {4.1.1}
