# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio		Partner Class	Partner Family
390	PEAKS039234_BHLHA15_pwm.binary	Scrt1	SCRT1.H12CORE.0.PSM.A	7.557501	3.423807	7.148827	0.945925		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
391	PEAKS039234_BHLHA15_pwm.binary	Scrt2	SCRT2.H12CORE.0.PSM.A	7.557501	2.290243	7.105486	0.940190		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
392	PEAKS039234_BHLHA15_pwm.binary	Snai1	SNAI1.H12CORE.0.PSM.A	7.557501	2.120432	7.153125	0.946493		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
393	PEAKS039234_BHLHA15_pwm.binary	Snai2	SNAI2.H12CORE.0.PSM.A	7.557501	2.272389	7.137274	0.944396		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
394	PEAKS039234_BHLHA15_pwm.binary	Snai3	SNAI3.H12CORE.0.S.C	7.557501	2.069720	7.150930	0.946203		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
395	PEAKS039234_BHLHA15_pwm.binary	Wt1	WT1.H12CORE.0.P.B	7.557501	0.784597	6.880189	0.910379		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
396	PEAKS039234_BHLHA15_pwm.binary	Wt1	WT1.H12CORE.1.P.B	7.557501	0.376363	6.660367	0.881292		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
397	PEAKS039234_BHLHA15_pwm.binary	Yy1	TYY1.H12CORE.0.PSM.A	7.557501	1.733388	6.971985	0.922525		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
398	PEAKS039234_BHLHA15_pwm.binary	Yy1	TYY1.H12CORE.1.S.B	7.557501	1.618678	7.039378	0.931443		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
399	PEAKS039234_BHLHA15_pwm.binary	Yy2	TYY2.H12CORE.0.PS.A	7.557501	1.679895	6.813976	0.901618		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
400	PEAKS039234_BHLHA15_pwm.binary	Yy2	TYY2.H12CORE.1.SM.B	7.557501	1.766280	7.052415	0.933168		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
401	PEAKS039234_BHLHA15_pwm.binary	Zbtb14	ZBT14.H12CORE.0.P.C	7.557501	0.721161	6.821119	0.902563		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
402	PEAKS039234_BHLHA15_pwm.binary	Zbtb14	ZBT14.H12CORE.1.S.B	7.557501	0.701956	6.862439	0.908030		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
403	PEAKS039234_BHLHA15_pwm.binary	Zbtb18	ZBT18.H12CORE.0.PSM.A	7.557501	6.530304	7.814128	1.033957		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
404	PEAKS039234_BHLHA15_pwm.binary	Zbtb20	ZBT20.H12CORE.0.SM.B	7.557501	1.313450	7.159988	0.947401		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
405	PEAKS039234_BHLHA15_pwm.binary	Zbtb24	ZBT24.H12CORE.0.P.B	7.557501	1.605757	6.991242	0.925073		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
406	PEAKS039234_BHLHA15_pwm.binary	Zbtb42	ZBT42.H12CORE.0.P.C	7.557501	6.281494	7.655963	1.013028		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
407	PEAKS039234_BHLHA15_pwm.binary	Zbtb44	ZBT44.H12CORE.0.P.C	7.557501	2.395631	7.145518	0.945487		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
408	PEAKS039234_BHLHA15_pwm.binary	Zbtb45	ZBT45.H12CORE.0.SM.B	7.557501	2.179269	7.327017	0.969503		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
409	PEAKS039234_BHLHA15_pwm.binary	Zbtb48	TZAP.H12CORE.0.P.B	7.557501	1.519641	7.013821	0.928061		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
410	PEAKS039234_BHLHA15_pwm.binary	Zbtb49	ZBT49.H12CORE.0.P.C	7.557501	1.395443	7.050126	0.932865		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
411	PEAKS039234_BHLHA15_pwm.binary	Zbtb6	ZBTB6.H12CORE.0.P.B	7.557501	1.476858	6.884740	0.910981		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
412	PEAKS039234_BHLHA15_pwm.binary	Zbtb7a	ZBT7A.H12CORE.0.P.B	7.557501	0.778475	6.728403	0.890295		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
413	PEAKS039234_BHLHA15_pwm.binary	Zbtb7a	ZBT7A.H12CORE.1.SM.B	7.557501	0.726637	6.885290	0.911054		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
414	PEAKS039234_BHLHA15_pwm.binary	Zbtb7b	ZBT7B.H12CORE.0.SM.B	7.557501	0.999143	6.920582	0.915724		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
415	PEAKS039234_BHLHA15_pwm.binary	Zbtb7c	ZBT7C.H12CORE.0.S.B	7.557501	1.035502	6.903971	0.913526		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
416	PEAKS039234_BHLHA15_pwm.binary	Zfp1	ZFP1.H12CORE.0.PSM.A	7.557501	1.866571	7.203398	0.953146		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
417	PEAKS039234_BHLHA15_pwm.binary	Zfp13	ZN205.H12CORE.0.P.C	7.557501	2.034751	6.989716	0.924871		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
418	PEAKS039234_BHLHA15_pwm.binary	Zfp14	ZFP14.H12CORE.0.P.C	7.557501	1.291306	6.977614	0.923270		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
419	PEAKS039234_BHLHA15_pwm.binary	Zfp184	ZN184.H12CORE.0.P.B	7.557501	0.943394	7.172651	0.949077		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
420	PEAKS039234_BHLHA15_pwm.binary	Zfp28	ZFP28.H12CORE.0.P.B	7.557501	0.521144	7.195072	0.952044		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
421	PEAKS039234_BHLHA15_pwm.binary	Zfp3	ZFP3.H12CORE.0.P.C	7.557501	1.160559	7.009545	0.927495		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
422	PEAKS039234_BHLHA15_pwm.binary	Zfp37	ZFP37.H12CORE.0.P.C	7.557501	0.749305	7.169446	0.948653		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
423	PEAKS039234_BHLHA15_pwm.binary	Zfp41	ZFP41.H12CORE.0.SM.B	7.557501	1.812640	7.025420	0.929596		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
424	PEAKS039234_BHLHA15_pwm.binary	Zfp42	ZFP42.H12CORE.0.PM.A	7.557501	1.692093	7.061008	0.934305		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
425	PEAKS039234_BHLHA15_pwm.binary	Zfp64	ZF64B.H12CORE.0.P.B	7.557501	1.656056	6.969510	0.922198		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
426	PEAKS039234_BHLHA15_pwm.binary	Zfp64	ZF64B.H12CORE.1.P.B	7.557501	1.516117	6.861102	0.907853		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
427	PEAKS039234_BHLHA15_pwm.binary	Zfp69	ZFP69.H12CORE.0.P.C	7.557501	1.506145	7.133091	0.943843		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
428	PEAKS039234_BHLHA15_pwm.binary	Zfp82	ZFP82.H12CORE.0.P.C	7.557501	0.607404	7.206262	0.953524		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
429	PEAKS039234_BHLHA15_pwm.binary	Zfp90	ZFP90.H12CORE.0.P.C	7.557501	2.341527	7.058222	0.933936		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
430	PEAKS039234_BHLHA15_pwm.binary	Zfp90	ZFP90.H12CORE.1.P.C	7.557501	1.807281	7.023304	0.929316		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
431	PEAKS039234_BHLHA15_pwm.binary	Zfp91	ZFP91.H12CORE.0.P.C	7.557501	1.461079	7.137973	0.944489		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
432	PEAKS039234_BHLHA15_pwm.binary	Zfx	ZFX.H12CORE.0.P.B	7.557501	1.433264	6.854796	0.907019		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
433	PEAKS039234_BHLHA15_pwm.binary	Zic1	ZIC1.H12CORE.0.P.B	7.557501	2.627741	7.046453	0.932379		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
434	PEAKS039234_BHLHA15_pwm.binary	Zic1	ZIC1.H12CORE.1.M.B	7.557501	2.332615	6.984121	0.924131		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
435	PEAKS039234_BHLHA15_pwm.binary	Zic1	ZIC1.H12CORE.2.S.B	7.557501	2.124101	6.928021	0.916708		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
436	PEAKS039234_BHLHA15_pwm.binary	Zic2	ZIC2.H12CORE.0.P.B	7.557501	2.673931	7.064507	0.934768		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
437	PEAKS039234_BHLHA15_pwm.binary	Zic3	ZIC3.H12CORE.0.P.B	7.557501	2.969213	7.105108	0.940140		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
438	PEAKS039234_BHLHA15_pwm.binary	Zic3	ZIC3.H12CORE.1.S.B	7.557501	1.901547	6.916118	0.915133		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
439	PEAKS039234_BHLHA15_pwm.binary	Zic3	ZIC3.H12CORE.2.M.B	7.557501	2.087139	6.953287	0.920051		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
440	PEAKS039234_BHLHA15_pwm.binary	Zic4	ZIC4.H12CORE.0.SM.B	7.557501	1.423229	6.957498	0.920608		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
441	PEAKS039234_BHLHA15_pwm.binary	Zic5	ZIC5.H12CORE.0.P.B	7.557501	2.302755	6.990074	0.924919		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
442	PEAKS039234_BHLHA15_pwm.binary	Zic5	ZIC5.H12CORE.1.M.C	7.557501	2.087497	7.002819	0.926605		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
443	PEAKS039234_BHLHA15_pwm.binary	Zic5	ZIC5.H12CORE.2.S.C	7.557501	1.220351	6.923317	0.916086		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
444	PEAKS039234_BHLHA15_pwm.binary	Zik1	ZIK1.H12CORE.0.P.C	7.557501	0.678786	7.191574	0.951581		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
445	PEAKS039234_BHLHA15_pwm.binary	Zkscan1	ZKSC1.H12CORE.0.P.B	7.557501	1.649385	6.966482	0.921797		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
446	PEAKS039234_BHLHA15_pwm.binary	Znf12	ZNF12.H12CORE.0.P.C	7.557501	2.289283	7.071515	0.935695		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
447	PEAKS039234_BHLHA15_pwm.binary	Znf12	ZNF12.H12CORE.1.M.C	7.557501	1.637304	6.976722	0.923152		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
448	PEAKS039234_BHLHA15_pwm.binary	Znf12	ZNF12.H12CORE.2.S.C	7.557501	1.768635	7.159959	0.947398		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
449	PEAKS039234_BHLHA15_pwm.binary	Znf143	ZN143.H12CORE.0.P.B	7.557501	1.522777	7.201873	0.952944		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
450	PEAKS039234_BHLHA15_pwm.binary	Znf146	OZF.H12CORE.0.P.B	7.557501	1.267850	7.250101	0.959325		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
451	PEAKS039234_BHLHA15_pwm.binary	Znf148	ZN148.H12CORE.0.P.B	7.557501	0.568942	6.879557	0.910295		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
452	PEAKS039234_BHLHA15_pwm.binary	Znf18	ZNF18.H12CORE.0.P.B	7.557501	1.523888	7.017239	0.928513		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
453	PEAKS039234_BHLHA15_pwm.binary	Znf2	ZNF2.H12CORE.0.P.B	7.557501	1.807474	6.887728	0.911376		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
454	PEAKS039234_BHLHA15_pwm.binary	Znf239	ZN239.H12CORE.0.P.C	7.557501	0.281417	7.084065	0.937356		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
455	PEAKS039234_BHLHA15_pwm.binary	Znf24	ZNF24.H12CORE.0.P.B	7.557501	1.071387	7.165760	0.948165		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
456	PEAKS039234_BHLHA15_pwm.binary	Znf250	ZN250.H12CORE.0.P.C	7.557501	1.690019	7.178664	0.949873		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
457	PEAKS039234_BHLHA15_pwm.binary	Znf250	ZN250.H12CORE.1.M.C	7.557501	1.374885	7.006329	0.927070		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
458	PEAKS039234_BHLHA15_pwm.binary	Znf260	ZN260.H12CORE.0.P.C	7.557501	1.577475	7.288929	0.964463		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
459	PEAKS039234_BHLHA15_pwm.binary	Znf263	ZN263.H12CORE.0.PM.A	7.557501	1.091136	6.782489	0.897451		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
460	PEAKS039234_BHLHA15_pwm.binary	Znf263	ZN263.H12CORE.1.P.B	7.557501	0.361214	6.376704	0.843758		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
461	PEAKS039234_BHLHA15_pwm.binary	Znf276	ZN276.H12CORE.0.SM.B	7.557501	1.034617	7.028688	0.930028		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
462	PEAKS039234_BHLHA15_pwm.binary	Znf281	ZN281.H12CORE.0.P.B	7.557501	0.611141	6.878949	0.910215		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
463	PEAKS039234_BHLHA15_pwm.binary	Znf281	ZN281.H12CORE.1.SM.B	7.557501	0.330501	6.848513	0.906187		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
464	PEAKS039234_BHLHA15_pwm.binary	Znf32	ZNF32.H12CORE.0.SM.B	7.557501	1.552632	6.989119	0.924792		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
465	PEAKS039234_BHLHA15_pwm.binary	Znf322	ZN322.H12CORE.0.P.C	7.557501	1.519152	6.870585	0.909108		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
466	PEAKS039234_BHLHA15_pwm.binary	Znf329	ZN329.H12CORE.0.P.C	7.557501	1.935513	7.084658	0.937434		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
467	PEAKS039234_BHLHA15_pwm.binary	Znf329	ZN329.H12CORE.1.P.C	7.557501	1.917132	6.968800	0.922104		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
468	PEAKS039234_BHLHA15_pwm.binary	Znf354a	Z354A.H12CORE.0.P.B	7.557501	1.038075	7.295491	0.965331		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
469	PEAKS039234_BHLHA15_pwm.binary	Znf394	ZN394.H12CORE.0.P.C	7.557501	1.769269	6.688887	0.885066		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
470	PEAKS039234_BHLHA15_pwm.binary	Znf410	ZN410.H12CORE.0.SM.B	7.557501	1.277016	7.087610	0.937825		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
471	PEAKS039234_BHLHA15_pwm.binary	Znf431	ZN431.H12CORE.0.P.C	7.557501	1.884100	7.003211	0.926657		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
472	PEAKS039234_BHLHA15_pwm.binary	Znf436	ZN436.H12CORE.0.P.C	7.557501	1.520250	6.918270	0.915418		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
473	PEAKS039234_BHLHA15_pwm.binary	Znf524	ZN524.H12CORE.0.S.B	7.557501	1.070864	6.876247	0.909857		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
474	PEAKS039234_BHLHA15_pwm.binary	Znf652	ZN652.H12CORE.0.PS.A	7.557501	1.740526	7.197640	0.952384		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
475	PEAKS039234_BHLHA15_pwm.binary	Znf664	ZN664.H12CORE.0.P.C	7.557501	1.266795	7.257391	0.960290		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
476	PEAKS039234_BHLHA15_pwm.binary	Znf664	ZN664.H12CORE.1.P.C	7.557501	1.778563	7.200334	0.952740		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
477	PEAKS039234_BHLHA15_pwm.binary	Znf667	ZN667.H12CORE.0.P.C	7.557501	1.816805	7.090493	0.938206		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
478	PEAKS039234_BHLHA15_pwm.binary	Znf667	ZN667.H12CORE.1.P.C	7.557501	1.659486	7.023211	0.929303		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
479	PEAKS039234_BHLHA15_pwm.binary	Znf692	ZN692.H12CORE.0.P.C	7.557501	1.556885	6.831851	0.903983		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
480	PEAKS039234_BHLHA15_pwm.binary	Znf76	ZNF76.H12CORE.0.P.B	7.557501	1.357931	7.037777	0.931231		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
481	PEAKS039234_BHLHA15_pwm.binary	Znf76	ZNF76.H12CORE.1.SM.B	7.557501	1.330856	7.033126	0.930615		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
482	PEAKS039234_BHLHA15_pwm.binary	Znf768	ZN768.H12CORE.0.P.B	7.557501	1.424470	7.030812	0.930309		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
483	PEAKS039234_BHLHA15_pwm.binary	Znf768	ZN768.H12CORE.1.P.B	7.557501	2.211983	7.087384	0.937795		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
484	PEAKS039234_BHLHA15_pwm.binary	Znf771	ZN771.H12CORE.0.SM.B	7.557501	1.810859	7.097838	0.939178		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
485	PEAKS039234_BHLHA15_pwm.binary	Znf879	ZN879.H12CORE.0.P.C	7.557501	0.498365	7.230566	0.956740		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
486	PEAKS039234_BHLHA15_pwm.binary	Zscan21	ZSC21.H12CORE.0.P.C	7.557501	1.571406	7.023649	0.929361		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
487	PEAKS039234_BHLHA15_pwm.binary	Zscan4c	ZSCA4.H12CORE.0.SM.B	7.557501	0.469547	7.045104	0.932200		C2H2 zinc finger factors {2.3}	More than 3 adjacent zinc fingers {2.3.3}
488	PEAKS039234_BHLHA15_pwm.binary	E4f1	E4F1.H12CORE.0.P.B	7.557501	1.668394	7.058381	0.933957		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
489	PEAKS039234_BHLHA15_pwm.binary	Hic1	HIC1.H12CORE.0.PSM.A	7.557501	2.628207	7.252773	0.959679		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
490	PEAKS039234_BHLHA15_pwm.binary	Hinfp	HINFP.H12CORE.0.P.B	7.557501	1.346224	6.874655	0.909647		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
491	PEAKS039234_BHLHA15_pwm.binary	Hinfp	HINFP.H12CORE.1.P.B	7.557501	1.547693	6.835255	0.904433		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
492	PEAKS039234_BHLHA15_pwm.binary	Hinfp	HINFP.H12CORE.2.S.B	7.557501	1.262415	7.018322	0.928656		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
493	PEAKS039234_BHLHA15_pwm.binary	Maz	MAZ.H12CORE.0.P.B	7.557501	0.686355	6.868753	0.908866		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
494	PEAKS039234_BHLHA15_pwm.binary	Maz	MAZ.H12CORE.1.P.B	7.557501	0.309576	6.635976	0.878065		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
495	PEAKS039234_BHLHA15_pwm.binary	Prdm13	PRD13.H12CORE.0.P.B	7.557501	3.400989	7.140946	0.944882		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
496	PEAKS039234_BHLHA15_pwm.binary	Prdm15	PRD15.H12CORE.0.P.B	7.557501	1.349422	6.935852	0.917744		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
497	PEAKS039234_BHLHA15_pwm.binary	Prdm16	PRD16.H12CORE.0.P.B	7.557501	1.551563	6.888196	0.911438		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
498	PEAKS039234_BHLHA15_pwm.binary	Prdm4	PRDM4.H12CORE.0.PSM.A	7.557501	2.083707	7.035007	0.930864		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
499	PEAKS039234_BHLHA15_pwm.binary	Prdm9	PRDM9.H12CORE.0.P.B	7.557501	2.850761	7.098147	0.939219		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
500	PEAKS039234_BHLHA15_pwm.binary	Rest	REST.H12CORE.0.P.B	7.557501	2.248126	7.009167	0.927445		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
501	PEAKS039234_BHLHA15_pwm.binary	Sall1	SALL1.H12CORE.0.P.C	7.557501	0.691500	6.821198	0.902573		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
502	PEAKS039234_BHLHA15_pwm.binary	Sall4	SALL4.H12CORE.0.P.B	7.557501	0.959820	6.859580	0.907652		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
503	PEAKS039234_BHLHA15_pwm.binary	Zbtb17	ZBT17.H12CORE.0.P.B	7.557501	0.575759	6.779989	0.897121		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
504	PEAKS039234_BHLHA15_pwm.binary	Zfp57	ZFP57.H12CORE.0.P.B	7.557501	1.887331	7.069074	0.935372		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
505	PEAKS039234_BHLHA15_pwm.binary	Zkscan5	ZKSC5.H12CORE.0.P.C	7.557501	1.003833	6.790854	0.898558		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
506	PEAKS039234_BHLHA15_pwm.binary	Znf112	ZN112.H12CORE.0.P.C	7.557501	1.613411	7.279315	0.963191		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
507	PEAKS039234_BHLHA15_pwm.binary	Znf296	ZN296.H12CORE.0.S.C	7.557501	1.961639	6.965119	0.921617		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
508	PEAKS039234_BHLHA15_pwm.binary	Znf316	ZN316.H12CORE.0.P.C	7.557501	1.771101	7.052241	0.933145		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
509	PEAKS039234_BHLHA15_pwm.binary	Znf335	ZN335.H12CORE.0.P.B	7.557501	2.082198	7.037674	0.931217		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
510	PEAKS039234_BHLHA15_pwm.binary	Znf382	ZN382.H12CORE.0.P.B	7.557501	1.389810	7.128422	0.943225		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
511	PEAKS039234_BHLHA15_pwm.binary	Znf423	ZN423.H12CORE.0.P.C	7.557501	1.410674	6.897345	0.912649		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
512	PEAKS039234_BHLHA15_pwm.binary	Znf467	ZN467.H12CORE.0.P.C	7.557501	0.100322	6.476432	0.856954		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
513	PEAKS039234_BHLHA15_pwm.binary	Znf574	ZN574.H12CORE.0.P.B	7.557501	1.788414	7.005127	0.926910		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
514	PEAKS039234_BHLHA15_pwm.binary	Znf711	ZN711.H12CORE.0.P.C	7.557501	1.361373	6.909030	0.914195		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
515	PEAKS039234_BHLHA15_pwm.binary	Znf770	ZN770.H12CORE.0.P.B	7.557501	1.345631	6.916538	0.915188		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
516	PEAKS039234_BHLHA15_pwm.binary	Znf770	ZN770.H12CORE.1.P.B	7.557501	0.732504	6.871690	0.909254		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
517	PEAKS039234_BHLHA15_pwm.binary	Znf784	ZN784.H12CORE.0.SM.B	7.557501	1.052082	6.937768	0.917998		C2H2 zinc finger factors {2.3}	Multiple dispersed zinc fingers {2.3.4}
